ProcedureCode,TotalProc
62269,1
62270,4983
62272,275
62273,587
62282,1
62284,20
62287,1
62290,1
62302,3
62303,2
62304,13
62305,7
62320,8
62321,16
62322,12
62323,69
62328,402
62329,21
62350,6
62361,1
62362,5
62365,1
62368,3
62370,2
62380,2
63001,2
63005,2
63020,1
63030,88
63035,12
63042,8
63045,4
63046,3
63047,72
63048,45
63051,1
63052,1
63056,10
63075,3
63076,2
63200,1
63265,1
63267,9
63281,1
63661,4
63685,1
63688,4
64400,3521
64405,372
64415,117
64416,14
64417,18
64418,21
64420,19
64421,7
64425,3
64430,17
64435,7
64445,96
64446,12
64447,241
64448,15
64449,4
64450,4107
64454,9
64455,15
64461,9
64463,1
64483,26
64484,8
64486,33
64487,2
64488,38
64490,4
64493,7
64494,1
64505,39
64510,2
64520,27
64530,1
64566,2
64568,1
64582,1
64600,2
64612,1
64615,3
64616,1
64617,1
64633,1
64634,1
64635,3
64636,2
64642,2
64643,1
64680,2
64702,4
64704,2
64708,4
64712,1
64716,2
64718,11
64719,2
64721,50
64772,4
64782,1
64820,2
64831,51
64832,9
64834,6
64835,3
64836,3
64840,1
64856,2
64857,4
64864,1
64890,1
64910,3
64912,2
64999,201
65093,1
65101,1
65175,1
65205,1725
65210,59
65220,2357
65222,1984
65235,97
65265,2
65270,10
65275,21
65280,9
65285,35
65286,3
65290,3
65430,2
65435,5
65730,1
65779,1
65800,33
65810,5
65815,5
65850,2
65870,1
65920,2
66020,1
66030,10
66172,1
66174,1
66180,15
66183,8
66250,5
66500,2
66680,3
66710,15
66711,1
66740,2
66761,17
66825,1
66850,1
66852,2
66920,2
66940,2
66982,3
66983,1
66984,15
66991,1
66999,75
67010,1
67015,10
67025,9
67028,145
67036,14
67039,5
67040,6
67041,2
67042,2
67101,1
67105,17
67107,4
67108,63
67110,29
67113,17
67141,1
67145,3
67210,4
67220,1
67228,9
67229,1
67255,1
67299,1
67400,35
67405,12
67412,1
67413,2
67415,2
67515,4
67599,2
67700,149
67715,43
67800,5
67808,1
67825,1
67840,1
67875,5
67880,1
67900,18
67904,1
67911,1
67930,18
67935,22
67938,171
67950,68
67961,1
68020,1
68110,1
68200,15
68325,1
68360,1
68399,6
68420,2
68530,1
68700,11
68761,1
68801,1
68810,1
68815,11
68841,1
69000,858
69005,39
69020,54
69090,16
69145,3
69200,8444
69205,90
69209,9180
69210,3385
69220,3
69222,1
69399,12
69420,3
69433,1
69436,18
69502,2
69631,2
69645,1
69660,1
69670,1
69799,5
69801,2
69930,1
69990,6
70030,104
70100,456
70110,1355
70120,2
70130,1
70134,1
70140,748
70150,1460
70160,4372
70190,32
70200,178
70210,104
70220,196
70250,2452
70260,179
70300,2
70310,10
70320,2
70328,30
70330,138
70336,5
70355,285
70360,13674
70371,2
70450,705523
70460,1055
70470,1367
70480,5661
70481,3648
70482,291
70486,76611
70487,10367
70488,438
70490,5082
70491,23929
70492,546
70496,68366
70498,74297
70540,197
70542,23
70543,1206
70544,6222
70545,481
70546,373
70547,2349
70548,795
70549,2153
70551,39003
70552,200
70553,12400
70554,22
70557,1
70559,1
71045,1362537
71046,418423
71047,94
71048,55
71100,9008
71101,28566
71110,1071
71111,2332
71120,949
71130,33
71250,36946
71260,67587
71270,1001
71271,21
71275,119697
71550,35
71551,2
71552,37
71555,11
72020,791
72040,33219
72050,3152
72052,216
72070,14032
72072,9294
72074,291
72080,1263
72081,29
72082,164
72083,6
72084,26
72100,77085
72110,5801
72114,117
72120,36
72125,225513
72126,2872
72127,55
72128,22812
72129,2229
72130,202
72131,51741
72132,2657
72133,130
72141,7929
72142,44
72146,3707
72147,32
72148,12115
72149,76
72156,2306
72157,2019
72158,3835
72170,48196
72190,744
72191,205
72192,13544
72193,4414
72194,111
72195,979
72196,33
72197,1104
72198,7
72200,37
72202,105
72220,7347
72240,1
72265,3
73000,12304
73010,1806
73020,5123
73030,145750
73050,175
73060,33964
73070,20387
73080,63400
73090,62398
73092,963
73100,15912
73110,105364
73115,1
73120,12565
73130,134334
73140,53304
73200,6764
73201,1750
73202,51
73206,1031
73218,233
73219,1
73220,176
73221,502
73222,3
73223,92
73225,2
73501,3459
73502,66390
73503,394
73521,3575
73522,1494
73523,616
73525,2
73551,1157
73552,29764
73560,29235
73562,116876
73564,43478
73565,81
73590,67667
73592,937
73600,11606
73610,134382
73615,1
73620,12688
73630,129298
73650,2156
73660,15659
73700,18225
73701,4215
73702,198
73706,2368
73718,613
73719,10
73720,321
73721,1784
73722,15
73723,241
73725,6
74018,67189
74019,17626
74021,1399
74022,11766
74150,833
74160,498
74170,225
74174,19277
74175,1298
74176,313056
74177,464245
74178,6963
74181,3324
74182,37
74183,1229
74185,19
74190,9
74220,514
74221,43
74230,248
74240,431
74246,23
74248,42
74250,315
74262,1
74270,77
74280,26
74283,183
74290,1
74300,280
74301,4
74328,257
74329,1
74330,75
74340,49
74355,2
74360,4
74400,1
74415,1
74420,184
74425,29
74430,54
74450,62
74455,7
74485,3
75557,1
75561,19
75565,4
75571,97
75572,25
75574,1025
75605,2
75625,16
75630,7
75635,1814
75710,61
75716,8
75726,28
75736,10
75741,3
75743,3
75746,2
75756,1
75774,27
75809,141
75820,40
75822,11
75825,11
75827,35
75831,1
75860,9
75885,1
75894,9
75898,6
75901,6
75902,7
75984,194
75989,133
76000,1896
76010,3911
76080,91
76098,27
76100,333
76140,20
76376,15356
76377,5477
76380,154
76390,4
76391,1
76496,1
76497,84
76498,17
76499,23
76506,115
76510,15
76511,182
76512,1348
76513,2
76514,1
76519,1
76529,27
76536,5161
76604,6239
76641,1652
76642,3410
76700,42080
76705,178451
76706,86
76770,21989
76775,4667
76776,690
76800,29
76801,86955
76802,870
76805,11679
76810,308
76811,1662
76812,59
76813,10
76815,17921
76816,847
76817,57891
76818,1752
76819,2212
76820,217
76821,34
76825,1
76826,1
76827,7
76830,73350
76856,103620
76857,9422
76870,36555
76872,7
76873,1
76881,1331
76882,5132
76885,36
76886,44
76936,30
76937,2661
76940,1
76942,1280
76975,3
76981,4
76998,33
76999,392
77001,1146
77002,116
77003,43
77012,382
77013,5
77014,1
77021,1
77046,1
77047,7
77049,7
77061,3
77062,7
77063,32
77065,11
77066,33
77067,31
77071,36
77072,10
77073,13
77074,23
77075,378
77076,572
77077,36
77080,31
77081,1
77085,1
77280,3
77290,6
77293,1
77295,4
77300,14
77301,6
77332,2
77333,1
77334,13
77336,27
77338,8
77370,1
77371,1
77372,1
77373,3
77385,12
77386,61
77387,16
77412,20
77417,6
77470,3
77523,1
78018,1
78070,3
78071,1
78075,1
78195,32
78226,762
78227,154
78264,35
78278,45
78290,5
78300,1
78306,17
78315,3
78431,155
78434,154
78445,1
78451,383
78452,10543
78453,16
78454,1
78472,1
78579,36
78580,312
78582,844
78597,2
78630,1
78645,4
78701,1
78707,5
78708,5
78709,3
78800,1
78802,1
78803,33
78812,2
78815,13
78816,5
78830,76
78831,3
78832,21
78999,60
79005,1
79101,3
80047,12683
80048,591087
80050,899
80051,22537
80053,2449091
80055,7
80061,43152
80069,3382
80074,8420
80076,145250
80081,15
80143,51741
80145,7
80150,2299
80151,9
80155,1
80156,1256
80157,1
80158,46
80159,77
80161,64
80162,2246
80164,8977
80165,109
80167,8
80168,10
80169,15
80170,23
80171,23
80173,5
80175,915
80176,12
80177,3283
80178,5312
80179,45505
80180,80
80181,6
80183,268
80184,585
80185,3045
80186,41
80187,2
80188,5
80189,2
80192,382
80195,57
80197,1310
80198,28
80200,5
80201,194
80202,1796
80203,68
80204,10
80210,3
80220,1
80230,10
80235,123
80285,4
80299,5138
80305,19441
80306,39758
80307,449093
80320,91331
80321,56
80323,8
80324,1338
80325,561
80326,2249
80327,1
80329,21017
80330,2
80331,20
80332,28
80333,1
80334,21
80335,89
80337,283
80338,23
80339,40
80340,1
80341,22
80342,11
80344,22
80345,286
80346,1635
80347,105
80348,41
80349,2575
80350,20
80353,799
80354,7835
80355,22
80356,260
80357,21
80358,344
80359,1216
80360,17
80361,2068
80362,41
80363,191
80364,68
80365,456
80366,9
80367,21
80368,10
80370,6
80371,1
80372,1
80373,1
80375,5
80377,12
80400,1
80503,85
80504,61
81000,8773
81001,1174291
81002,49483
81003,480748
81005,5288
81015,16174
81025,321400
81050,73
81170,1
81206,25
81207,15
81208,11
81210,2
81219,6
81220,16
81223,1
81224,1
81225,2
81229,45
81235,1
81240,301
81241,380
81243,3
81245,2
81256,13
81259,1
81263,1
81265,5
81269,2
81270,41
81275,2
81276,2
81277,1
81279,6
81288,2
81291,13
81301,1
81306,1
81310,1
81311,1
81315,1
81329,15
81332,3
81335,1
81338,2
81340,1
81342,3
81361,1
81362,1
81370,3
81372,1
81373,74
81374,48
81376,4
81377,1
81378,1
81379,1
81380,1
81381,9
81382,6
81383,1
81400,1
81401,3
81402,1
81403,21
81404,3
81439,1
81450,4
81455,11
81456,1
81479,36
81500,5
81513,423
81514,38
81596,6
81599,1
82009,9634
82010,23894
82017,28
82024,252
82040,4790
82042,1490
82043,430
82044,6
82075,898
82077,79482
82085,112
82088,153
82103,115
82104,28
82105,780
82107,20
82108,1
82128,1
82131,2
82135,2
82136,2
82139,67
82140,28364
82150,27709
82157,10
82164,351
82172,14
82175,61
82180,23
82232,60
82239,158
82240,25
82247,7506
82248,47059
82261,5
82270,3886
82271,232
82272,2790
82274,2130
82300,6
82306,2422
82308,23
82310,8176
82330,19887
82340,63
82360,9
82365,370
82370,7
82373,2
82374,1722
82375,8144
82376,1
82378,1087
82379,62
82380,2
82382,1
82384,42
82390,181
82397,489
82435,16642
82436,583
82438,8
82465,571
82480,1
82482,3
82495,1312
82523,6
82525,174
82530,34
82533,2032
82540,5
82542,361
82550,117293
82552,1897
82553,32673
82565,20798
82570,6830
82575,17
82585,1
82595,56
82600,26
82607,10001
82608,17
82610,71
82626,11
82627,37
82633,1
82634,3
82652,245
82653,7
82656,9
82657,11
82668,129
82670,99
82671,11
82672,12
82677,1
82679,1
82681,3
82693,37
82705,19
82710,3
82725,1
82726,2
82728,8969
82731,829
82746,6286
82747,81
82776,5
82784,1098
82785,163
82787,85
82800,375
82803,85057
82805,31431
82810,284
82820,84
82941,25
82943,3
82945,4713
82947,104664
82948,76362
82950,52
82951,37
82955,25
82960,5
82962,241983
82977,2285
82978,2
82985,15
83001,202
83002,173
83003,62
83010,1014
83013,181
83014,17
83018,12
83020,127
83021,134
83026,1
83030,79
83033,9
83036,50300
83037,55
83050,6649
83051,224
83060,1
83068,2
83070,4
83088,12
83090,506
83150,11
83497,4
83498,24
83516,1057
83518,4
83519,491
83520,3778
83521,146
83525,141
83527,7
83529,19
83540,10271
83550,6983
83570,1
83605,418431
83615,11684
83625,9
83630,1197
83631,8
83655,240
83690,1018878
83695,74
83698,1
83704,8
83718,380
83721,1120
83735,399175
83785,2
83789,347
83825,68
83835,173
83872,1
83873,54
83874,1862
83880,393566
83883,128
83915,3
83916,144
83918,12
83919,18
83921,326
83930,5186
83935,1921
83937,1
83945,3
83951,8
83970,1254
83986,562
83992,118
83993,492
84030,4
84075,6147
84080,19
84087,1
84100,85966
84105,14
84110,27
84112,2783
84120,6
84132,41712
84133,656
84134,576
84140,2
84143,3
84144,101
84145,92896
84146,945
84150,2
84152,4
84153,1144
84154,221
84155,1302
84156,4648
84157,5176
84160,72
84165,460
84166,118
84181,3
84182,25
84202,3
84206,29
84207,194
84210,8
84220,3
84235,283
84238,11
84244,131
84252,16
84255,10
84260,14
84270,62
84295,32494
84300,3194
84302,221
84305,75
84311,681
84315,7
84376,322
84377,1
84378,2
84402,66
84403,203
84425,608
84432,24
84433,1
84436,5715
84439,49109
84442,27
84443,178957
84445,182
84446,65
84449,1
84450,7236
84460,7301
84466,2314
84478,1184
84479,2009
84480,1670
84481,5203
84482,8
84484,1218227
84510,1
84512,1349
84520,9678
84540,366
84545,1
84550,13959
84560,137
84585,23
84586,7
84588,6
84590,37
84591,33
84597,13
84600,26
84630,104
84681,275
84702,238114
84703,339939
84704,7
84999,268
85002,279
85004,9
85007,69816
85008,6413
85009,54
85013,24
85014,30582
85018,29906
85025,2746359
85027,281362
85032,3
85041,168
85044,411
85045,4127
85046,1466
85048,2150
85049,520
85055,29
85060,611
85097,10
85130,7
85210,5
85220,30
85230,21
85240,410
85244,26
85245,197
85246,298
85247,47
85250,55
85260,15
85270,18
85280,6
85290,8
85291,1
85300,304
85301,36
85302,63
85303,315
85305,67
85306,316
85307,57
85335,19
85347,945
85362,468
85378,8940
85379,137377
85380,2010
85384,9441
85385,27
85390,888
85396,230
85397,148
85410,1
85415,2
85420,13
85460,689
85461,477
85520,6767
85525,10
85549,116
85555,1
85576,1152
85597,24
85598,25
85610,560310
85611,14
85613,380
85635,4
85651,27302
85652,62351
85660,126
85670,1362
85730,378384
85732,44
85810,5
85999,1
86000,3
86001,25
86003,212
86005,1
86008,5
86015,108
86021,71
86022,25
86023,8
86036,227
86037,23
86038,1824
86039,591
86051,19
86052,8
86053,15
86060,449
86063,67
86077,65
86078,18
86140,131465
86141,28470
86146,366
86147,510
86148,67
86156,22
86157,17
86160,1145
86161,62
86162,96
86171,859
86200,316
86215,51
86225,475
86231,14
86235,688
86255,359
86256,110
86258,56
86300,71
86301,773
86304,1017
86305,31
86308,19873
86316,12
86317,717
86318,522
86328,3
86331,1045
86332,7
86334,183
86335,62
86336,75
86337,174
86340,15
86341,322
86352,10
86353,1
86355,62
86356,25
86357,33
86359,317
86360,574
86361,245
86362,27
86363,12
86364,190
86367,1
86376,390
86381,66
86382,1
86403,2584
86406,8
86413,3
86430,225
86431,937
86480,1154
86481,638
86510,69
86580,24
86592,43888
86593,4161
86596,9
86603,6
86606,41
86609,9
86611,198
86612,4
86615,117
86617,185
86618,544
86622,24
86625,118
86628,2
86631,72
86632,57
86635,5153
86638,15
86641,4
86644,498
86645,410
86648,1
86651,15
86652,10
86653,5
86654,7
86658,66
86663,1298
86664,2094
86665,2440
86666,15
86668,5
86671,13
86674,8
86677,182
86682,43
86684,2
86687,2
86688,2
86689,107
86692,11
86694,1391
86695,536
86696,592
86698,32
86701,1694
86702,1081
86703,30975
86704,2101
86705,1217
86706,4735
86707,43
86708,589
86709,1292
86710,806
86711,2
86713,18
86720,7
86727,5
86735,187
86738,251
86747,64
86750,2
86753,20
86756,494
86757,180
86759,2029
86762,666
86765,110
86768,22
86769,5561
86774,4
86777,96
86778,89
86780,57106
86784,1
86787,229
86788,273
86789,239
86790,217
86794,3
86800,206
86803,113222
86804,4
86812,129
86813,1
86830,3
86831,3
86832,18
86833,16
86849,34
86850,118109
86860,115
86870,3314
86880,2027
86885,6796
86886,887
86890,27
86900,175942
86901,182024
86902,959
86904,48
86905,1183
86906,121
86920,10865
86921,87
86922,2883
86923,13530
86927,103
86931,1
86932,65
86940,1
86941,112
86945,132
86965,2
86970,54
86971,29
86972,2
86975,6
86976,8
86977,4
86978,28
86985,49
86999,784
87015,3300
87040,350996
87045,7256
87046,5082
87070,46318
87071,2768
87073,487
87075,9486
87076,3615
87077,156317
87081,47669
87084,1
87086,406820
87088,90421
87101,79
87102,1542
87103,42
87106,1460
87107,133
87109,49
87110,48
87116,926
87118,10
87140,92
87143,2
87147,22837
87149,7834
87150,9194
87153,23
87154,1943
87158,10
87168,12
87169,18
87172,4
87176,327
87177,2959
87181,1036
87184,2853
87185,1338
87186,155635
87187,2
87188,18
87205,34269
87206,928
87207,347
87209,3010
87210,26459
87220,407
87230,19
87252,372
87253,245
87254,68
87255,281
87260,1
87270,13
87272,1
87273,30
87274,30
87275,2373
87276,2373
87278,6
87280,2135
87281,2
87285,73
87290,18
87299,9
87300,8
87301,2
87305,66
87320,53
87324,6246
87327,54
87328,668
87329,715
87335,1162
87337,3
87338,213
87339,10
87340,6704
87341,228
87350,45
87380,1
87385,25
87389,71266
87390,481
87400,28875
87420,11061
87425,251
87426,107860
87427,3562
87428,9146
87430,13101
87449,3375
87451,159
87468,2
87471,28
87476,89
87480,4495
87481,998
87483,800
87486,25610
87490,9
87491,83088
87493,4773
87496,107
87497,341
87498,181
87501,285
87502,80967
87503,547
87505,2618
87506,1670
87507,5829
87510,4487
87511,218
87512,1
87516,1
87517,82
87521,71
87522,5571
87529,3113
87530,66
87532,6
87533,16
87535,92
87536,1013
87538,15
87540,2
87541,16
87550,1
87551,3
87555,1
87556,89
87560,1
87561,52
87563,306
87581,25560
87590,377
87591,77684
87592,55
87593,246
87624,77
87625,2
87631,36816
87632,2196
87633,44716
87634,11417
87635,239325
87636,133617
87637,105017
87640,66
87641,4715
87650,2639
87651,61088
87652,300
87653,415
87660,5258
87661,11129
87662,3
87797,1
87798,77396
87799,314
87800,24
87801,2561
87802,65
87803,181
87804,51761
87806,3481
87807,5209
87808,771
87811,29243
87880,51249
87899,5281
87900,10
87901,14
87902,36
87903,15
87904,1
87905,66
87906,5
87912,1
87999,18
88104,127
88106,4
88108,701
88112,582
88121,2
88141,10
88142,66
88160,31
88161,2
88172,12
88173,49
88175,15
88182,7
88184,234
88185,301
88187,1
88188,2
88189,9
88199,8
88230,3
88233,36
88237,17
88240,2
88262,39
88264,6
88271,10
88274,4
88275,6
88280,2
88283,4
88291,5
88300,869
88302,182
88304,4373
88305,6598
88307,686
88309,209
88311,313
88312,498
88313,284
88321,2
88323,5
88329,22
88331,83
88332,17
88333,23
88334,6
88341,865
88342,1098
88344,52
88346,31
88348,2
88350,25
88360,131
88361,16
88363,8
88364,5
88365,21
88368,3
88369,1
88374,27
88377,17
88381,6
88399,1
88720,133
88738,1
88740,25
89050,876
89051,8341
89055,768
89060,2487
89125,1
89190,38
89220,63
89240,44
90284,1
90371,36
90375,1251
90376,59
90377,310
90384,325
90385,27
90386,8
90389,10
90399,2
90460,52
90461,75
90471,155815
90472,1302
90474,1
90480,18
90620,3
90630,8
90632,19
90633,2
90648,2
90649,1
90650,1
90651,5
90653,90
90657,2
90658,6
90662,70
90670,10
90674,190
90675,4601
90676,2
90677,79
90682,1
90686,824
90688,15
90694,195
90696,1
90697,2
90698,2
90700,118
90702,7
90707,3
90713,1
90714,7625
90715,81226
90716,4
90723,5
90732,144
90734,1
90739,8
90740,3
90743,3
90744,16
90746,36
90750,3
90756,3
90785,9
90791,14839
90792,6474
90832,363
90834,20
90837,15
90838,22
90839,2900
90840,319
90846,37
90847,11
90853,9
90935,2214
90937,99
90940,3
90945,139
90947,3
90962,2
90970,83
90999,98
91010,4
91038,1
91040,4
91110,6
91111,2
91112,5
91113,3
91200,2
91299,3
91300,4
91305,2
91310,1
91312,13
91313,1
91315,1
91317,2
91322,7
92002,19
92004,20
92012,13
92014,24
92018,2
92019,105
92020,2
92025,3
92060,1
92083,16
92100,25
92132,2
92133,27
92134,94
92136,6
92201,2
92229,1
92230,1
92235,12
92250,102
92283,4
92284,27
92285,56
92499,1
92504,30
92507,131
92508,5
92511,110
92520,1
92521,3
92522,51
92523,1400
92524,1
92526,556
92548,1
92550,3
92552,2
92553,2
92557,6
92567,6
92597,3
92610,3681
92611,113
92612,7
92616,5
92650,6
92700,1
92920,58
92921,20
92924,3
92928,416
92929,21
92933,26
92934,1
92937,13
92938,2
92941,40
92943,22
92950,9154
92953,17
92960,5568
92961,15
92973,8
92977,28
92978,266
92979,40
92986,1
93000,4117
93005,1619231
93010,88211
93015,79
93016,37
93017,9391
93018,61
93040,54
93041,509
93042,23
93050,4
93225,132
93226,120
93227,3
93228,2
93229,40
93241,1
93242,483
93243,178
93244,44
93245,1
93246,1270
93247,287
93248,23
93260,2
93261,2
93268,1
93270,54
93271,31
93272,10
93278,1
93279,14
93280,136
93281,3
93282,5
93283,16
93284,26
93285,2
93286,6
93287,4
93288,447
93289,103
93290,4
93291,3
93292,17
93293,1
93294,2
93295,1
93296,61
93297,1
93298,1
93303,278
93304,79
93306,25872
93307,132
93308,10439
93312,278
93313,5
93314,1
93318,12
93319,5
93320,547
93321,458
93325,1036
93350,503
93351,347
93352,5
93355,1
93356,1336
93451,25
93452,13
93453,3
93454,352
93455,42
93456,14
93457,1
93458,1974
93459,140
93460,87
93461,7
93462,9
93463,3
93464,1
93503,13
93505,2
93563,1
93567,33
93571,176
93572,35
93580,5
93591,2
93595,1
93600,1
93602,1
93603,1
93609,33
93610,1
93612,1
93613,7
93618,1
93619,1
93620,7
93621,2
93623,49
93640,2
93641,3
93642,2
93650,3
93653,32
93654,3
93655,28
93656,52
93657,17
93660,4
93662,19
93724,1
93750,14
93770,8
93786,1
93788,1
93797,1
93798,10
93799,47
93880,3693
93882,43
93886,27
93888,3
93892,9
93893,36
93922,1485
93923,328
93924,757
93925,1577
93926,3387
93930,251
93931,877
93970,36099
93971,94989
93975,25742
93976,20464
93978,70
93979,159
93980,18
93981,9
93985,595
93986,7
93990,455
93998,75
94002,2154
94003,321
94004,2
94010,987
94060,59
94150,411
94200,15
94375,24
94450,2
94610,1
94617,1
94618,35
94621,3
94625,3
94640,162945
94642,2879
94644,14239
94645,4876
94660,3693
94662,1
94664,17331
94667,396
94668,217
94669,50
94681,833
94690,1
94726,12
94727,2
94729,20
94760,23844
94761,8461
94762,5246
94799,6314
95117,1
95180,3
95251,1
95700,106
95705,11
95707,1
95708,2
95711,17
95712,11
95713,16
95714,45
95715,2
95716,17
95718,2
95806,1
95812,100
95813,156
95816,667
95819,547
95822,19
95861,4
95869,4
95870,1
95885,1
95886,1
95912,1
95913,1
95926,3
95937,2
95938,31
95939,28
95940,25
95941,5
95955,2
95957,2
95961,1
95970,2
95983,2
95990,1
95991,2
95992,62
96040,1
96105,2
96112,1
96125,83
96130,1
96131,1
96132,1
96133,1
96138,1
96156,7
96158,1
96159,1
96170,3
96360,222024
96361,518259
96365,286345
96366,68578
96367,31584
96368,13639
96369,6
96371,4
96372,712449
96373,113
96374,1082829
96375,727364
96376,172887
96377,2
96379,6577
96401,200
96402,12
96409,21
96411,14
96413,101
96415,37
96416,4
96417,22
96420,1
96450,56
96521,54
96523,17
96542,1
96549,6
96900,4
96936,1
96999,3
97010,2
97012,1
97035,2
97110,3782
97112,528
97116,8327
97124,1
97129,7
97139,63
97140,40
97150,6
97161,13999
97162,11189
97163,2671
97164,33
97165,6279
97166,3907
97167,710
97168,7
97530,12590
97535,4656
97537,3
97542,36
97597,496
97598,10
97602,114
97605,32
97606,12
97607,14
97608,2
97610,1
97750,19
97760,29
97761,2
97763,10
97799,1
97802,6
97803,6
97810,11
97813,1
97814,1
98925,4
98926,1
98960,56
98967,1
99000,2276
99001,18506
99002,18
99024,29
99053,35
99070,66950
99071,1
99072,1
99078,1
99080,1
99100,2
99140,11
99151,952
99152,10890
99153,3259
99155,387
99156,2082
99157,999
99172,4
99173,898
99183,3
99195,17
99199,18585
99202,247
99203,339
99204,387
99205,177
99211,1401
99212,1013
99213,2293
99214,5119
99215,1302
99221,17447
99222,8684
99223,628
99231,628
99232,483
99233,138
99234,404
99235,228
99236,89
99238,1804
99239,369
99242,1011
99243,1559
99244,256
99245,84
99252,178
99253,113
99254,112
99255,70
99281,195487
99282,717567
99283,2122278
99284,2009387
99285,1053744
99288,1
99291,62196
99292,4324
99316,1
99366,1
99374,2
99381,2
99382,2
99383,6
99384,8
99385,1
99393,1
99395,2
99397,1
99406,2534
99407,10
99408,1052
99409,47
99417,3
99441,6
99442,23
99443,3
99446,13
99447,20
99448,43
99449,12
99464,2
99465,7
99466,2
99468,1
99471,1
99495,1
99496,2
99497,3
99499,1967
